quotation,code
"There is bus-freq feature on imx8m which is to scale ddr clock, this is done in ARM Trusted Firmware, for some setpoints, the DDR PLL clock rate must be changed directly in TF-A, but its child clock like dram core is unaware in Linux kernel, so the clock rate will mismatch with hardware, since ddr related clocks will NOT used by any module in Linux kernel, so it will NOT introduce any conflict. Regarding about the over head, yes, the change in common composite clock register has too many over head for other clocks, what if I ONLY have dram core clock to pass the flag to register the composite clock?",technical
,
"I don't think there is anything implementing the bus frequency scaling in main line, right? IMHO marking clocks under TF-A control explicitly as nocache would be much more acceptable than doing it for every composite clock. This seems okay for a short term solution. Still I think that whatever is causing the bus frequency scale to change should have a way to explicitly invalidate the clock cache for the affected clocks eventually. ",technical
,
"Yes, mainline has no bus-freq scaling so far, but internally we use same composite clock driver as mainline, and bus-freq clock rate issue/bug reported during our internal test, that is why I create this patch to easy our next kernel upgrade. It is because the DDR PLL/clocks can only be changed with strict DDR freq change flow, and it is done in TF-A, Linux kernel can NOT touch it in runtime, so we have to mark the child clock of DDR PLL to be uncached, in V2 patch, I will just add the flag for the DDR PLL child clocks to be a shorten solution, should be only very few ones, hope it is acceptable, thanks. ",technical
,
I fully understand why you are doing the frequency change in TF-A and I agree with the reasoning to do so. I also think that using uncached for the few clocks under TF-A control is fine for now. But if/when the bus frequency scaling is actually implemented for upstream I think the flow should look something like that: 1. Bus freq scaling driver determines that a change is necessary 2. Scaling driver calls into TF-A to do the change 3. TF-A reconfigures clock rates 4. Scaling driver calls into clock driver to signal that a clock change might have happened 5. Clock driver invalidates and recalculates cached values for the affected clocks ,technical
,
"Quoting him, Does any clk consuming driver of the downstream clks that are branched off of the bus clk managed by firmware care about the frequency? Or do they just want the clk to be on. If they don't care then it's possible to break the parent dependency and just not care to tell them what the bus frequency is anymore. I don't know how you would implement #4 above, besides by having the busfreq scaling driver use clk set rate() to tell the bus clk that it wants a new rate and then having that clk implementation do #2. That way the rate propagation works without having to notify clk code somehow.",technical
,
"In our case, the original clock relationship is as below, when DDR freq needs to be scaled, below things are proceeded: Clock tree Linux kernel do SMC call into TF-A;2. in TF-A, we have to scale the IMX8MQ DRAM PLL2 to dedicated frequency along with DDR freq scale flow;3. After TF-A done the DDR freq scale and return back to Linux, all the downstream of IMX8MQ DRAM PLL2 clock will  have mismatch clock rate between clock tree and HW settings since they are cached;4. Maybe we can call clk set rate in Linux for IMX8MQ DRAM PLL2 again (although the HW settings are already expected)  to update the downstream clocks, looks like can fix it, but will the call be skipped by clock framework when clock driver  re-calculate the PLL rate based on HW setting, as HW setting already equal the rate wants to be set, and clk propagate rate change  will be skipped too or it will automatically update all child clocks' rate? Is it correct? if all child clocks' rate can be updated by clk propagate rate change(), then we no need to add any clock flag ,just make sure after TF-A finish the DDR freq scale, make sure calling the clk set rate() for this, then everything should be correct? ",technical
